COD. ENCUESTA;COD. ENCUESTA;COD. ENCUESTA;ENCUESTA;PERIODO;PAIS;PUNTO CÓDIGO;PUNTO NOMBRE;SECCIÓN CÓDIGO;SECCIÓN NOMBRE;FECHA ENCUESTA;24310;motivo-ins;24308;;24307;;24312;;25002;;24311;Indíquenos el porqué de su calificación (motivo-nps);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;36371;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4815;SAN EDUARDO;3253;CAJA UNIVERSAL;21-Oct-2022;10;La atención es buena y no llena mucho.;9;;10;;SI;;FÁCIL;;10;Porque la atención rápida y todo esta bien.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;38970;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4616;TUMBACO;3253;CAJA UNIVERSAL;21-Oct-2022;9;"Me sentí satisfecho.
El servicio bueno, no tuve problema.";9;;10;;SI;;MUY FÁCIL;;10;"Porque le digo una ventaja grande atienden hasta bien tarde y la otra atiende los sábados, y en otros lugares hasta los domingos.
Me gusta que me queda cerca.
No tengo ninguna sugerencia.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;27918;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4616;TUMBACO;3253;CAJA UNIVERSAL;18-Oct-2022;10;PORQUE LAS SEÑORITAS SON MUY EFICIENTES, MUY RÁPIDAS Y MAS QUE TODO MUY AMABLES Y RESPETUOSAS.;9;;9;;SI;;MUY FÁCIL;;9;PORQUE ES MUY EFICIENTES, NOS AYUDAN EN LA MAYORIA DE PAGOS COMO AGUA, LUZ, DEPÓSITOS MUY BUENO, IGUALMENTE LA ATENCIÓN, IGUAL LOS MUCHACHOS MUY BUENOS.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;29468;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4576;AMBATO;3253;CAJA UNIVERSAL;19-Oct-2022;2;Porque yo fui hacer un retiro ahí en esa agencia  y el chico me dijo no le puedo atender porque no tengo el dinero y el estuvo ahí sentado y tenían el dinero disponible, pero n le dio la gana de atenderme. porque dijo que no tenía dinero;0;;0;;NO;;MUY DIFÍCIL;;0;"Porque no me quiso atender y eso que estaba con mi hija en brazos dijo no tengo el dinero.
Porque dijo que no disponía ahí el dinero.
Porque no me atendieron como esperaba.
Que mejore que se den cuenta que somos de grupo prioritario y únicamente tenía que  perdir a la compañera de alado aun que el chico si tenía ahí el dinero.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;54408;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4620;CUENCA;3253;CAJA UNIVERSAL;01-Nov-2022;10;Porque me reciben desde la puerta, hago la transacción y el guardia me agradece por asistir.;10;;10;;SI;;FÁCIL;;10;"Porque me atienden mejor que otros lugares.
Porque soy muy bien atendida desde los inicios de Servipagos.
Porque no he tenido ningún inconveniente y soy muy bien atendida.
No da más información.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;25515;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4619;SERVIP EXPRESS AKI SANTO DOMINGO;3253;CAJA UNIVERSAL;07-Nov-2022;10;Porque siempre me atienden muy bien, todas las señoritas son muy amables y siempre me ayudan en lo que necesito.;10;;10;;SI;;FÁCIL;;10;Porque hasta el momento no he tenido ninguna queja del personal, todos son muy atentos, muy amables, muy pacientes y me ayudan con todas las transacciones que necesito hacer.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;53365;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4576;AMBATO;3253;CAJA UNIVERSAL;27-Oct-2022;10;Porque es rápida la atención y los jóvenes están capacitados.;10;;10;;SI;;MUY FÁCIL;;10;"Porque las personas saben responder rápido a lo que uno se les pregunta.
Su carisma y la amabilidad.
No tengo ninguna recomendación.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;51628;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4627;EL FORTIN;3253;CAJA UNIVERSAL;27-Oct-2022;5;"Porque es pésimo el servicio.
Que ponga más cajeros, porque la cola está inmensa
Que muevan la mano.
Van los proveedores y les dan preferencia mientras que uno que está haciendo la cola tiene que seguir esperando.
";5;;4;;SI;;DIFÍCIL;;4;"No le recomendaría a  nadie a que vaya la gente y que esté mucho tiempo parada.
Que pongan más agencias en mucho lote había una agencia y lo cerraron en parque california había una agencia y también lo cerraron.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;28329;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4600;FUNDACION VISTA PARA TODOS;3253;CAJA UNIVERSAL;18-Oct-2022;9;PORQUE ES MUY RÁPIDA LA CHICA.;8;;9;;SI;;FÁCIL;;9;PORQUE SIEMPRE HA SIDO MUY SEGURO CON EL DINERO.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;33991;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4586;ATAHUALPA;3253;CAJA UNIVERSAL;20-Oct-2022;8;Todo esta bien.;10;;10;;SI;;FÁCIL;;10;"Porque es ágil y se encuentra en todos los puntos que se requiere.
Del personal la asistencia y las recomendaciones que nos dio.
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;31950;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4604;LABRADOR;3253;CAJA UNIVERSAL;19-Oct-2022;10;PORQUE LA GENTE HA SIDO MUY CORDIAL, MUY AMABLE Y MUY RÁPIDA PARA ATENDER.;10;;10;;SI;;FÁCIL;;10;NO HE TENIDO NINGÚN PROBLEMA, LA GENTE ES MUY ATENTA, MUY AMABLE, TODO MUY BIEN A MI SI ME HAN ATENDIDO MUY BIEN, NO TENGO DE QUÉ QUEJARME.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;26638;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4637;LOJA;3253;CAJA UNIVERSAL;08-Nov-2022;9;Porque me atendieron rápido.;10;;10;;SI;;FÁCIL;;8;Porque mi familia casi no ocupa Servipagos va directo al banco. Hasta el momento todo bien no he tenido problemas con Servipagos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;54855;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;5265;PUERTAS DEL SOL;3253;CAJA UNIVERSAL;28-Oct-2022;10;Porque no tuve inconveniente me atendieron bien.;10;;10;;SI;;FÁCIL;;10;Por la atención no tengo inconvenientes cuando me a acerco a la ventanilla y porque se puede hacer varios pagos en servipagos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;31147;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4635;SUPER AKI SAUCES;3253;CAJA UNIVERSAL;19-Oct-2022;8;PORQUE A VECES SABE ESTAR LLENO ALMENOS LOS FINES DE SEMANA. ;8;;7;;SI;;FÁCIL;;8;"PORQUE ESTÁ CERCA AL MENOS DE MI CASA ESTA CERCA ME AHORRA BASTANTE TIEMPO.
ESQUE AVECES CUANDO VOY HAY SÓLO UNA CAJA DEBERÍAN DE PONER OTRA ALMENOS LOS FINES DE MES Y DE SEMANA PORQUE VA UNA GRAN CANTIDAD DE TRABAJADORES.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;39437;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4601;GUAMANI;3253;CAJA UNIVERSAL;21-Oct-2022;10;"No tengo ninguna queja. 
Abren el fin de semana, el sábado.
Están atendiendo hasta más tarde y eso es muy bueno para las personas que trabajamos.";10;;9;;SI;;FÁCIL;;10;"Si pudieran atender el domingo por motivos de trabajo de 09:00 hasta el  medio día  
Está cerca de mi casa.
Lo único que no me gustan son las colas.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;34179;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4618;SANTO DOMINGO;3253;CAJA UNIVERSAL;20-Oct-2022;10;Por la atención.;10;;10;;SI;;FÁCIL;;10;"Porque es muy rápida la atención ósea en el servicio, siempre que yo he ido esta vacío y me atienden rapidito porque no hay mucha gente.
Del personal la atención y la amabilidad. 
Pero a veces están dos cajeras y si  deberían poner más, por falta de atención hay dos ventanillas y se genera aglomeración y la fila. 
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;26741;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4637;LOJA;3253;CAJA UNIVERSAL;01-Nov-2022;10;Por la atención, son muy profesionales y prestan ayuda en todo lo que se necesita.;10;;10;;SI;;MUY FÁCIL;;10;Porque es muy buena atención, no discriminan a nadie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;27687;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;5265;PUERTAS DEL SOL;3253;CAJA UNIVERSAL;18-Oct-2022;10;Fui por algunos pagos y pude hacer ahí todos.;10;;10;;SI;;MUY FÁCIL;;10;"Porque yo me ahorro mucho tiempo yendo allá, puedo hacer muchas cosas, pagos básicos y pagos personales que se puede hacer ahí.
Del personal creo que la agilidad, cuando llegue había una fila larga pero atendieron rápido y no me demore mucho. 
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;38221;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4616;TUMBACO;3253;CAJA UNIVERSAL;21-Oct-2022;10;Cuando voy me atiende enseguida la verdad, no he tenido ningún tipo de problemas por eso.;10;;10;;SI;;FÁCIL;;10;"Por la agilidad y la eficiencia.
La facilidad que es para hacer cualquier cosa.
Que sigan así mejorando, no tengo ninguna sugerencia.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;36373;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4604;LABRADOR;3253;CAJA UNIVERSAL;21-Oct-2022;10;Porque yo soy cliente de ustedes muchos años , entonces yo he recibido de ustedes un buen servicio integral primero tiene ustedes una rápida atención  no es una sola ventanilla sino tienen dos, tres y es  rápido, entonces hay parqueadero , entonces yo he recibido en general buen servicio  estoy super contento , super contento y el personal que tiene ahí es super amable, super educado, super atento y creo que hasta ya nos conocen a los clientes yo he recibido un muy buen servicio de la agencia servipagos y estoy super contento.;10;;10;;SI;;MUY FÁCIL;;10;Porque al menos en la agencia que trabajo que es la agencia  el labrador voy hacer muy especifico porque puede ser que otra agencia no estén dando la misma  atención como la agencia el Labrados  , entonces yo recibo un buen servicio entonces yo los puedo recomendar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;25432;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4577;MULTIPLAZA AKI;3253;CAJA UNIVERSAL;17-Oct-2022;10;Me atendieron rápido y la chica muy amable.;10;;10;;SI;;MUY FÁCIL;;10;Porque es ágil, rápido y confiable todo esta muy bien.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;33146;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4741;CENTRUM EL BOSQUE;3253;CAJA UNIVERSAL;20-Oct-2022;10;Estuvo rápido, seria la rapidez.;10;;10;;SI;;MUY FÁCIL;;10;"Por comodidad, facilidad en la atención que le dan.
Del personal la rapidez con la que le atienden, la amabilidad, saludan cuando uno ingresan y le dan la bienvenida. 
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;29910;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4623;25 DE JULIO;3253;CAJA UNIVERSAL;19-Oct-2022;10;PORQUE ES RÁPIDA EN SERVICIO AL CLIENTE Y HAY SEGURIDAD. ;10;;10;;SI;;FÁCIL;;10;PORQUE ES UNA AGENCIA QUE ABRE TEMPRANO, ES DE LUNES A DOMINGO Y ES RÁPIDA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;50844;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4600;FUNDACION VISTA PARA TODOS;3253;CAJA UNIVERSAL;27-Oct-2022;10;Porque la atención al cliente es mas rápida, confiable.;10;;10;;SI;;FÁCIL;;10;Porque es uno de bancos mas rápidos para hacer las transacciones.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;35288;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4590;CARAPUNGO;3253;CAJA UNIVERSAL;20-Oct-2022;9;Porque si hay una buena atención, atienden bien. Ninguna cosa en especial.;10;;10;;SI;;FÁCIL;;9;Diez es sobresaliente y en realidad no tengo nada en especial para decir.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;35367;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4590;CARAPUNGO;3253;CAJA UNIVERSAL;20-Oct-2022;10;Porque es sumamente rápida la atención, dan seguridad, la chica que me atendió es amable.;10;;10;;SI;;FÁCIL;;10;"Porque me parece rápido, ya le dije anteriormente la chica es amable. 
Últimamente he visto no hay guardia de seguridad
Atiendan los domingos en la mañana.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;28209;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4582;QUEVEDO;3253;CAJA UNIVERSAL;31-Oct-2022;10;Porque ha mejorado, antes había mucha gente, y no podemos esperar tanto tiempo, creo que con tantas quejas si ha mejorado en cuanto a la rapidez.  ;9;;9;;SI;;MUY FÁCIL;;9;"Más que todo el parqueadero es cómodo.
La amabilidad, dan buen servicio.
Que sigan manteniéndose así, con la misma rapidez.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;52705;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4614;SANGOLQUI;3253;CAJA UNIVERSAL;27-Oct-2022;9;Aumentar un poco más personal en las cajas. ;9;;10;;SI;;FÁCIL;;9;Porque si es un banco bueno en la buena atención y si tiene un buen trato.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;28051;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4609;PANAMERICANA;3253;CAJA UNIVERSAL;18-Oct-2022;8;MEJORA EN EL MONTO LOS DEPÓSITOS QUE UNO SE PUEDE HACER A OTRA INSTITUCIÓN BANCARIA.;9;;8;;SI;;FÁCIL;;6;PORQUE EN MI CASO YO NECESITO HACER DEPÓSITOS AL PICHINCHA Y ME ACEPTAN SÓLO HASTA $500 DOLARES, DEBERÍAN ACEPTAR 6 MIL O 2 MIL Y APARTE $0.35 CENTAVOS, PARA MI HA SIDO UN INCONVENIENTE ESO.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;29463;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4632;POLICENTRO;3253;CAJA UNIVERSAL;19-Oct-2022;10;FUE RÁPIDA LA ATENCIÓN.;10;;10;;SI;;FÁCIL;;10;PORQUE SON MUY RÁPIDOS EN LA ATENCIÓN.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;51446;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4581;LATACUNGA;3253;CAJA UNIVERSAL;27-Oct-2022;7;"Que cuando hay más afluencia de gente poner más  señoritas para que atiendan, porque hay ocasiones que uno tiene el tiempo limitado y solamente hay dos cajeros y la cola se llena porque el Produbanco esta en remodelación del Mall y todas las personas ahora se van a servipagos y es terrible la espera.
";9;;8;;SI;;POCO FÁCIL;;8;"Porque a veces las compañeras les preguntan algo y dejan de hacer lo que están haciendo y atienden otra cosa, entonces no  se destina al proceso que están haciendo.
Porque no hay mucho personal que atienda y cuando a veces hay mucha gente es demasiado los tiempos de espera, 
Que por ejemplo cuando se requiere hacer un pago de Matricula solo se cobra  la matricula y multas, pero no cobran rodaje ,, entonces es como que uno va a servipagos y le dice cobre todo ahí de una vez para ya no estarme yendo a otro lado y me dijeron  no rodaje es en otra institución, o sea si deberían abarcar más servicios.
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;34238;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4618;SANTO DOMINGO;3253;CAJA UNIVERSAL;20-Oct-2022;10;Porque son rápidos y atentos.;10;;10;;SI;;FÁCIL;;10;"Porque son agiles, rápidos, atentos y no hay demasiadas personas sobre todo en la agencia que yo asisto.
Del personal que le saludan, son atentos y atienden muy bien. 
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;31875;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4613;REINA VICTORIA;3253;CAJA UNIVERSAL;19-Oct-2022;10;MUY BIEN ME FUE, HUBO RAPIDEZ DE LA CHICA QUE ME ATENDIÓ CONTÓ, GUARDÓ EL DINERO, ME DIO EL RECIBO Y HASTA LUEGO ME DIJO. ;10;;10;;SI;;FÁCIL;;10;PORQUE FUE MUY ÁGIL Y MUY AMABLE LA SEÑORITA QUE ME ATENDIÓ NO SE DEMORÓ CASI NADA.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;35511;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4610;PATRIA;3253;CAJA UNIVERSAL;20-Oct-2022;10;Porque en realidad el servicio es muy bueno, rápido y muy ordenados, todas las veces que he ido no habido ningún problema.;10;;10;;SI;;MUY FÁCIL;;10;"A todas las personas le recomiendo porque me desocupo rápido, y la gente me ven contenta por eso recomiendo. No me demoro mucho.
Extraño la atención los domingos, un medio día estaría bien.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;28109;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4582;QUEVEDO;3253;CAJA UNIVERSAL;18-Oct-2022;10;Es rápido, yo utilizo bastante la agencia.;10;;10;;SI;;FÁCIL;;10;"Porque es rápido en la atención, hay mas cajeros que en otros bancos. 
Del personal  son amables.
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;30902;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4620;CUENCA;3253;CAJA UNIVERSAL;19-Oct-2022;9;Todo esta bien y pienso que solamente es al medio día que solo hay una ventanilla que esta atendiendo y a veces la cola si se vuelve larga o sea esta en los últimos días o en los primeros meces de ahí nada más todo esta bien.;10;;10;;SI;;MUY FÁCIL;;10;"Porque primer tiene un horario que abren más pronto que los bancos , después usted puede hacer ahí transacciones de  algunas maneras puede cambiara cheques, puede pagar muchas facturas de muchas empresas y otra de las cosas es que esta en una zona que no hay mucha congestión vehicular, entonces eso sise requiere de tiempo para el cliente.
Que les baya bien y que triunfen.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;53322;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4576;AMBATO;3253;CAJA UNIVERSAL;27-Oct-2022;10;Las chicas muy atentas el guardia de igual manera, muy amable.;10;;10;;SI;;MUY FÁCIL;;10;"Es un plus que tenga al guardia bien informado ya que cuando guía a la gente lo hace muy bien y le envía directamente a donde tiene que ir.
La rapidez, la facilidad.
Que sigan así porque de esa manera vamos a sacar adelante al país.
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;31455;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4635;SUPER AKI SAUCES;3253;CAJA UNIVERSAL;19-Oct-2022;10;PORQUE SON MUY ATENTAS EDUCADAS LAS CAJERAS.;10;;10;;SI;;FÁCIL;;10;PORQUE AHÍ PUEDO HACER RETIROS, DEPÓSITOS DE OTRAS INSTITUCIONES SIN PROBLEMA Y SI SON RÁPIDAS PARA ATENDER LAS SEÑORITAS.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;34966;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4628;GRAN AKI DURÁN;3253;CAJA UNIVERSAL;20-Oct-2022;10;Porque todo me agrada, la atención muy buena. ;10;;10;;SI;;FÁCIL;;10;"Cada ocho días utilizo servipagos.
Porque el servicio es muy bueno en todo aspecto de calidad.
Del personal todo, muy buena la gente para atenderlo. 
Lo único que no estoy de acuerdo es cuando pago la tarjeta de Dinners porque no me reciben un monto más de 500 dólares ese es el problema de servipagos, si voy a pagar 800 dólares de la tarjeta no me aceptan porque solo reciben hasta 500 dólares ese es el único error que hay. 

";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;29685;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4627;EL FORTIN;3253;CAJA UNIVERSAL;19-Oct-2022;8;Que no hagan esperar mucho a la gente que se encuentra a fuera porque a veces hay un solazo y no donde refugiarse del sol, no hay ni una carpa ni nada por el estilo.;9;;9;;SI;;FÁCIL;;9;"Porque si atienden rápido son eficaz y no hacen esperara mucho tiempo a la gente en la parte de afuera.
Que pongan una ventanilla  más hay cuatro ventanillas que y solo están funcionando dos cajeros  eso si que agiliten en esa parte si podrían ayudar, porque a veces solo hay dos ventanillas y la cola afuera esperando y no se movilizan rápido a veces.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;27597;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4615;SOLANDA;3253;CAJA UNIVERSAL;18-Oct-2022;8;UN POCO MAS RÁPIDA LA ATENCIÓN.;10;;9;;SI;;FÁCIL;;10;PORQUE YO VIVO AQUI ALADO NO MAS, SI SON ÁGILES LAS SEÑORITAS, SON ATENTAS Y ATIENDEN RÁPIDO.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;26766;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4637;LOJA;3253;CAJA UNIVERSAL;01-Nov-2022;6;Tener mejor trato con los clientes, tener un poco mas de relaciones humanas.;7;;7;;SI;;FÁCIL;;8;Porque las señoritas han cambiado yo voy como 25 veces y hay veces que el personal atiende bien otras veces no atiende bien.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;52989;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4635;SUPER AKI SAUCES;3253;CAJA UNIVERSAL;27-Oct-2022;10;Porque hay amabilidad.;10;;10;;SI;;MUY FÁCIL;;10;Por la atención que tienen no he tenido quejas de nada ha sido muy buena la atención de los cajeros.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;26530;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4634;SAN FRANCISCO;3253;CAJA UNIVERSAL;18-Oct-2022;10;Me atiende bien, es muy buena la atención.;10;;10;;SI;;MUY FÁCIL;;10;Porque es muy rápido y amabilidad de los servidores que trabaja ahí.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;25016;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4638;MACHALA;3253;CAJA UNIVERSAL;17-Oct-2022;10;Son rápidos, eficiente y desde que uno ingresa el guardia saluda. ;10;;10;;SI;;MUY FÁCIL;;10;Porque son gentiles, amable, el servicio es rápidos y desde que uno ingresa el guardia saluda, cuando uno hace su transacción pregunta si nos ayudan en algo mas. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;35480;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4610;PATRIA;3253;CAJA UNIVERSAL;20-Oct-2022;10;Porque me saludan, tienen puesto el nombre, me preguntan si necesito otro servicio, son amables. ;10;;10;;SI;;FÁCIL;;10;"Porque me atendieron bien.
Nunca se enojan, siempre son súper amables, así el cliente les estén hablando.
Deberían implementar más cajeros en la agencia sucre porque ahí solo hay uno.
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;26579;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4587;AXXIS;3253;CAJA UNIVERSAL;18-Oct-2022;10;Esta bien cuando fui hacer los tramites todo estaba bien sin ningún problema.;10;;10;;SI;;FÁCIL;;10;Por la agilidad  y rapidez no hay mucha cola el servicio fue rápido.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;29566;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4632;POLICENTRO;3253;CAJA UNIVERSAL;19-Oct-2022;9;ME GUSTA IR A ESA AGENCIA PORQUE ESTA CERCA Y ES SEGURA PORQUE ESTÁ DENTRO DEDL CENTRO COMERCIAL.;9;;9;;SI;;FÁCIL;;9;POR LA SEGURIDAD DE QUE ESTRA EN UN CENTRO COMERCIAL, ME GUSTA LA ATENCIÓN, NO SE LLENA, SE EVACUA RÁPIDO, ES ACEPTABLE TODO EL SERVICIO QUE BRINDAN AHÍ.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;29999;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4579;ESMERALDAS;3253;CAJA UNIVERSAL;19-Oct-2022;8;NO SÉ PERO ABRIERON TARDÍSIMO EL DÍA SÁBADO COMO A LAS 10 DE LA MAÑANA.;10;;10;;SI;;FÁCIL;;10;PORQUE LA ATENCIÓN EN ESE MOMENTO FUE RÁPIDA NO HUBO ESPERA TODAS LAS CAJAS ESTABAN ABIERTAS COMO 6 O 7 CAJAS ESTABAN ABIERTAS.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;10;36386;LEALTAD SVP (TELEFONICA);OCTUBRE 2022;Ecuador;4815;SAN EDUARDO;3253;CAJA UNIVERSAL;21-Oct-2022;10;Por la gentileza de los chicos.;9;;10;;SI;;FÁCIL;;10;"Mucha variedad.
Trabaja con varias instituciones y es flexible la hora de pagar.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
